Image,Index,PortraitTrans,,,,,,,,,,,,,LandscapeTrans,,,,,,,,,,,,,
,,Det,SubDet,projcoeff1,projcoeff2,projcoeff3,projcoeff4,projcoeff5,projcoeff6,projcoeff7,projcoeff8,projcoeff9,projscalex,projscaley,Det,SubDet,projcoeff1,projcoeff2,projcoeff3,projcoeff4,projcoeff5,projcoeff6,projcoeff7,projcoeff8,projcoeff9,projscalex,projscaley,
Picture_022.jpg,0,-0.0000144,-8.3093410,2.2554150,0.0069005,63.0000000,0.0127097,1.1345760,97.0000000,-0.0000055,0.0000005,1.0000000,7.8740157,7.8740157,0.0001044,-37.3323063,1.6010543,0.0097208,63.0000000,0.0090222,1.5982842,97.0000000,-0.0000039,0.0000007,1.0000000,7.8740157,7.8740157,
sepa_01_003.jpg,0,-0.0358866,-11.7216336,2.3884025,0.1536848,46.0000000,0.0189223,1.2627486,169.0000000,-0.0000088,0.0001530,1.0000000,7.8740157,7.8740157,-0.0252021,-35.2850664,1.6954583,0.2164967,46.0000000,0.0134324,1.7788417,169.0000000,-0.0000062,0.0002155,1.0000000,7.8740157,7.8740157,
sepa_01_005.jpg,0,0.0363433,62.8779056,1.9426588,-0.1482174,256.0000000,0.0371382,0.7534754,237.0000000,0.0000455,-0.0001640,1.0000000,7.8740157,7.8740157,0.0170813,-15.7016355,1.3790376,-0.2087947,256.0000000,0.0263633,1.0614255,237.0000000,0.0000323,-0.0002310,1.0000000,7.8740157,7.8740157,
sepa_01_008.jpg,0,-0.0006605,-11.2941272,2.3254942,0.0123618,71.0000000,0.0280586,1.1620984,102.0000000,0.0000117,0.0000041,1.0000000,7.8740157,7.8740157,-0.0007334,-44.8163234,1.6508014,0.0174142,71.0000000,0.0199180,1.6370552,102.0000000,0.0000083,0.0000057,1.0000000,7.8740157,7.8740157,
sepa_02_001.jpg,0,-0.0189995,-17.3161545,2.3906453,0.0851126,77.0000000,0.0276276,1.2290213,158.0000000,0.0000333,0.0000867,1.0000000,7.8740157,7.8740157,-0.0141465,-55.8026298,1.6970504,0.1198987,77.0000000,0.0196120,1.7313299,158.0000000,0.0000236,0.0001221,1.0000000,7.8740157,7.8740157,
sepa_02_008.jpg,0,0.0004226,-4.6269709,2.3797151,-0.0026557,26.0000000,0.0054355,1.1879333,94.0000000,0.0000061,-0.0000035,1.0000000,7.8740157,7.8740157,0.0002419,-17.0454699,1.6892913,-0.0037411,26.0000000,0.0038585,1.6734489,94.0000000,0.0000043,-0.0000049,1.0000000,7.8740157,7.8740157,
sepa_03_001.jpg,0,-0.0012156,-19.3130429,2.2415790,-0.0389214,138.0000000,0.1099687,1.1412201,98.0000000,-0.0000192,0.0000156,1.0000000,7.8740157,7.8740157,0.0001808,-83.4955917,1.5912324,-0.0548289,138.0000000,0.0780636,1.6076438,98.0000000,-0.0000137,0.0000220,1.0000000,7.8740157,7.8740157,
sepa_03_002.jpg,0,-0.0092940,-30.2516541,2.6852761,-0.0122958,158.0000000,0.2753295,1.1935304,52.0000000,0.0003566,-0.0000416,1.0000000,7.8740157,7.8740157,-0.0265249,-107.0332939,1.9062003,-0.0173212,158.0000000,0.1954485,1.6813337,52.0000000,0.0002531,-0.0000587,1.0000000,7.8740157,7.8740157,
sepa_03_008.jpg,0,-0.0007499,-18.1096742,2.3200925,-0.0341404,122.0000000,0.1094754,1.1500637,49.0000000,0.0000314,0.0000024,1.0000000,7.8740157,7.8740157,-0.0018152,-75.2512385,1.6469670,-0.0480938,122.0000000,0.0777135,1.6201018,49.0000000,0.0000223,0.0000033,1.0000000,7.8740157,7.8740157,
sepa_03_010.jpg,0,-0.0002003,-7.5476011,2.3842547,-0.0024938,40.0000000,0.0098999,1.1954540,57.0000000,0.0000035,0.0000022,1.0000000,7.8740157,7.8740157,-0.0001895,-26.8880263,1.6925139,-0.0035130,40.0000000,0.0070277,1.6840434,57.0000000,0.0000025,0.0000031,1.0000000,7.8740157,7.8740157,
sepa_03_011.jpg,0,-0.0341434,-41.3534398,2.4327100,0.0964615,178.0000000,0.0930164,1.2342078,176.0000000,0.0000978,0.0001347,1.0000000,7.8740157,7.8740157,-0.0295070,-130.9403147,1.7269109,0.1358860,178.0000000,0.0660297,1.7386362,176.0000000,0.0000694,0.0001897,1.0000000,7.8740157,7.8740157,
sepa_03_012.jpg,0,0.0464759,88.6113906,1.8845342,-0.1669071,265.0000000,0.0139078,0.6644975,264.0000000,0.0000479,-0.0001929,1.0000000,7.8740157,7.8740157,0.0219816,16.9167405,1.3377767,-0.2351231,265.0000000,0.0098728,0.9360818,264.0000000,0.0000340,-0.0002717,1.0000000,7.8740157,7.8740157,
sepa_04_005.jpg,0,-0.0518377,-63.2467235,2.6453094,0.1030081,218.0000000,0.1214092,1.2923289,221.0000000,0.0002629,0.0001218,1.0000000,7.8740157,7.8740157,-0.0574654,-178.1512723,1.8778291,0.1451081,218.0000000,0.0861849,1.8205117,221.0000000,0.0001866,0.0001716,1.0000000,7.8740157,7.8740157,
sepa_04_007.jpg,0,-0.0205083,-12.1686415,2.3823257,0.0999930,54.0000000,-0.0033376,1.2312653,162.0000000,0.0000251,0.0000919,1.0000000,7.8740157,7.8740157,-0.0148155,-39.1548747,1.6911445,0.1408608,54.0000000,-0.0023692,1.7344910,162.0000000,0.0000178,0.0001295,1.0000000,7.8740157,7.8740157,
sepa_05_003.jpg,0,0.0129916,6.2816245,2.1269405,-0.0454437,167.0000000,-0.0051469,0.9621299,141.0000000,0.0000627,-0.0000814,1.0000000,7.8740157,7.8740157,0.0052643,-59.1636660,1.5098539,-0.0640168,167.0000000,-0.0036536,1.3553584,141.0000000,0.0000445,-0.0001146,1.0000000,7.8740157,7.8740157,
sepa_05_004.jpg,0,-0.0016829,-8.4558434,2.3945727,0.0233211,44.0000000,-0.0146445,1.1984687,78.0000000,0.0000165,0.0000143,1.0000000,7.8740157,7.8740157,-0.0014370,-29.8030785,1.6998383,0.0328525,44.0000000,-0.0103957,1.6882902,78.0000000,0.0000117,0.0000202,1.0000000,7.8740157,7.8740157,
sepa_05_006.jpg,0,-0.0008792,-17.3337062,2.4157304,-0.0368528,92.0000000,0.1093028,1.1913545,34.0000000,0.0000443,0.0000012,1.0000000,7.8740157,7.8740157,-0.0020447,-61.9158284,1.7148576,-0.0519147,92.0000000,0.0775909,1.6782684,34.0000000,0.0000314,0.0000016,1.0000000,7.8740157,7.8740157,
XXX04_P_4X_R_0317_50.jpg,0,-0.0021243,-98.1125305,2.9399336,-0.0356343,235.0000000,0.0915533,1.4209753,169.0000000,0.0000774,-0.0000196,1.0000000,7.8740157,7.8740157,-0.0087504,-234.3192537,2.0869743,-0.0501983,235.0000000,0.0649911,2.0017367,169.0000000,0.0000549,-0.0000276,1.0000000,7.8740157,7.8740157,
IMG_20111027_132743.jpg,0,0.0172579,-9.3720137,2.2048936,-0.2073179,525.0000000,0.1435736,1.0178925,227.0000000,-0.0000215,-0.0000810,1.0000000,7.8740157,7.8740157,0.0130237,-227.5582782,1.5651905,-0.2920500,525.0000000,0.1019188,1.4339115,227.0000000,-0.0000153,-0.0001141,1.0000000,7.8740157,7.8740157,
IMG_20111027_132748.jpg,0,-0.0027420,-84.9535017,2.6743756,-0.0766603,234.0000000,0.1676220,1.3656657,134.0000000,-0.0000148,0.0000225,1.0000000,7.8740157,7.8740157,-0.0005072,-215.3442427,1.8984623,-0.1079919,234.0000000,0.1189901,1.9238216,134.0000000,-0.0000105,0.0000317,1.0000000,7.8740157,7.8740157,
IMG_20111027_132757.jpg,0,0.0178140,-61.3606931,2.6279245,-0.0306747,246.0000000,-0.0620403,1.2510954,253.0000000,0.0000226,-0.0000454,1.0000000,7.8740157,7.8740157,0.0115123,-186.8968622,1.8654881,-0.0432116,246.0000000,-0.0440406,1.7624257,253.0000000,0.0000160,-0.0000639,1.0000000,7.8740157,7.8740157,
IMG_20111027_132804.jpg,0,-0.0068029,-87.2687124,2.4595804,0.0102578,344.0000000,-0.0305022,1.2547691,381.0000000,-0.0000175,0.0000146,1.0000000,7.8740157,7.8740157,-0.0027837,-263.4821114,1.7459854,0.0144503,344.0000000,-0.0216526,1.7676010,381.0000000,-0.0000124,0.0000206,1.0000000,7.8740157,7.8740157,
IMG_20111027_132815.jpg,0,0.0031070,21.9139979,1.9308996,-0.1795740,550.0000000,0.2418256,0.9600888,235.0000000,-0.0000377,-0.0000273,1.0000000,7.8740157,7.8740157,0.0065036,-193.7350078,1.3706901,-0.2529670,550.0000000,0.1716651,1.3524830,235.0000000,-0.0000268,-0.0000385,1.0000000,7.8740157,7.8740157,
IMG_20111027_132823.jpg,0,-0.0173072,-297.2206284,1.5401244,-0.0243835,366.0000000,0.0682817,1.8132784,303.0000000,0.0000618,-0.0000111,1.0000000,7.8740157,7.8740157,-0.0252355,-568.7567858,1.0932900,-0.0343492,366.0000000,0.0484712,2.5543765,303.0000000,0.0000438,-0.0000156,1.0000000,7.8740157,7.8740157,
IMG_20111027_132832.jpg,0,
IMG_20111027_132839.jpg,0,0.0040805,-38.5439826,2.7825056,-0.0290022,96.0000000,-0.0363948,1.4090958,128.0000000,-0.0000371,-0.0000107,1.0000000,7.8740157,7.8740157,0.0045523,-93.5995941,1.9752207,-0.0408556,96.0000000,-0.0258356,1.9850020,128.0000000,-0.0000263,-0.0000151,1.0000000,7.8740157,7.8740157,
IMG_20111027_132847.jpg,0,0.0109431,-113.7878747,2.1600650,-0.0100652,412.0000000,-0.0166970,1.2769640,341.0000000,-0.0001399,0.0000137,1.0000000,7.8740157,7.8740157,0.0295709,-328.7071434,1.5333680,-0.0141789,412.0000000,-0.0118527,1.7988671,341.0000000,-0.0000993,0.0000193,1.0000000,7.8740157,7.8740157,
2a.bi4.jpg,0,0.0070011,91.3988230,1.2557096,-0.0238927,170.0000000,0.0582035,0.4615499,238.0000000,0.0000582,-0.0000394,1.0000000,7.8740157,7.8740157,0.0003016,59.5059899,0.8913921,-0.0336578,170.0000000,0.0413170,0.6501882,238.0000000,0.0000413,-0.0000555,1.0000000,7.8740157,7.8740157,
3f.bi4.jpg,0,0.0032186,63.6042317,1.2599693,-0.0181870,122.0000000,0.0208550,0.4775405,230.0000000,0.0000211,-0.0000342,1.0000000,7.8740157,7.8740157,-0.0007477,39.9634125,0.8944160,-0.0256201,122.0000000,0.0148044,0.6727143,230.0000000,0.0000150,-0.0000482,1.0000000,7.8740157,7.8740157,
49.bi4.jpg,0,
4e.bi4.jpg,0,
52.bi4.jpg,0,0.0029194,72.3397115,1.2750214,-0.0089907,142.0000000,-0.0011722,0.4895768,249.0000000,0.0000200,-0.0000221,1.0000000,7.8740157,7.8740157,-0.0001515,44.0963224,0.9051010,-0.0126653,142.0000000,-0.0008321,0.6896699,249.0000000,0.0000142,-0.0000311,1.0000000,7.8740157,7.8740157,
56.bi4.jpg,0,
6d.bi4.jpg,0,
7f.bi4.jpg,0,
85.bi4.jpg,0,
97.bi4.jpg,0,
9b.bi4.jpg,0,0.0000538,67.6993023,1.2294255,-0.0077563,169.0000000,0.0020365,0.5988679,113.0000000,-0.0000033,-0.0000108,1.0000000,7.8740157,7.8740157,-0.0002817,26.4466264,0.8727338,-0.0109264,169.0000000,0.0014457,0.8436288,113.0000000,-0.0000024,-0.0000152,1.0000000,7.8740157,7.8740157,
a3.bi4.jpg,0,0.0003377,44.9036225,1.2819553,-0.0050406,121.0000000,0.0003457,0.6280289,106.0000000,0.0000033,-0.0000065,1.0000000,7.8740157,7.8740157,-0.0000564,13.9606813,0.9100232,-0.0071007,121.0000000,0.0002454,0.8847082,106.0000000,0.0000023,-0.0000091,1.0000000,7.8740157,7.8740157,
ac.bi4.jpg,0,0.0035634,57.3190541,1.3243038,0.0035050,116.0000000,0.0319489,0.5044849,244.0000000,0.0000437,-0.0000135,1.0000000,7.8740157,7.8740157,0.0007496,33.5795002,0.9400852,0.0049376,116.0000000,0.0226796,0.7106710,244.0000000,0.0000310,-0.0000190,1.0000000,7.8740157,7.8740157,
IMG_0243.JPG,0,0.0000612,-6.2578700,2.1832169,-0.0034006,79.0000000,-0.0014356,1.0804180,89.0000000,-0.0000161,0.0000004,1.0000000,7.8740157,7.8740157,0.0004469,-40.9503360,1.5498029,-0.0047905,79.0000000,-0.0010191,1.5219915,89.0000000,-0.0000115,0.0000006,1.0000000,7.8740157,7.8740157,
IMG_0244.JPG,0,-0.0005214,-4.3181957,2.2020170,-0.0014674,51.0000000,-0.0048577,1.0867143,95.0000000,-0.0000134,0.0000051,1.0000000,7.8740157,7.8740157,-0.0001260,-26.7749621,1.5631485,-0.0020671,51.0000000,-0.0034483,1.5308611,95.0000000,-0.0000095,0.0000072,1.0000000,7.8740157,7.8740157,
IMG_0245.JPG,0,-0.0007878,-10.0849661,2.3112861,0.0024739,67.0000000,0.0162507,1.1535266,71.0000000,-0.0000219,0.0000110,1.0000000,7.8740157,7.8740157,-0.0000428,-41.4732297,1.6407156,0.0034850,67.0000000,0.0115359,1.6249801,71.0000000,-0.0000156,0.0000155,1.0000000,7.8740157,7.8740157,
IMG_0246.JPG,0,-0.0002328,-6.9780523,2.2417633,0.0011393,57.0000000,-0.0015479,1.1251484,79.0000000,-0.0000345,0.0000048,1.0000000,7.8740157,7.8740157,0.0004935,-32.9992468,1.5913633,0.0016049,57.0000000,-0.0010988,1.5850034,79.0000000,-0.0000245,0.0000068,1.0000000,7.8740157,7.8740157,
IMG_0247.JPG,0,-0.0017891,-8.1904517,2.2436637,0.0072008,73.0000000,-0.0111910,1.1141426,107.0000000,-0.0000273,0.0000149,1.0000000,7.8740157,7.8740157,-0.0005599,-41.2359134,1.5927124,0.0101438,73.0000000,-0.0079442,1.5694995,107.0000000,-0.0000194,0.0000210,1.0000000,7.8740157,7.8740157,
IMG_0248.JPG,0,-0.0019854,-9.7096388,2.1871638,0.0068837,110.0000000,-0.0158755,1.0892325,131.0000000,-0.0000409,0.0000149,1.0000000,7.8740157,7.8740157,0.0001208,-58.4896190,1.5526047,0.0096971,110.0000000,-0.0112696,1.5344085,131.0000000,-0.0000291,0.0000211,1.0000000,7.8740157,7.8740157,
IMG_0249.JPG,0,0.0000187,-8.1248149,2.2443518,-0.0101866,81.0000000,-0.0101237,1.1018713,113.0000000,-0.0000268,0.0000017,1.0000000,7.8740157,7.8740157,0.0007249,-44.4016761,1.5932008,-0.0143499,81.0000000,-0.0071865,1.5522130,113.0000000,-0.0000190,0.0000023,1.0000000,7.8740157,7.8740157,
IMG_0250.JPG,0,0.0000645,-9.7143452,2.2440573,-0.0144948,98.0000000,0.0009340,1.1004005,123.0000000,-0.0000214,0.0000012,1.0000000,7.8740157,7.8740157,0.0007328,-53.5875863,1.5929918,-0.0204189,98.0000000,0.0006630,1.5501410,123.0000000,-0.0000152,0.0000017,1.0000000,7.8740157,7.8740157,
IMG_0251.JPG,0,-0.0051477,-7.0798209,2.2399677,0.0138161,50.0000000,-0.0397037,1.1451972,153.0000000,-0.0000468,0.0000281,1.0000000,7.8740157,7.8740157,-0.0027116,-30.3004493,1.5900886,0.0194628,50.0000000,-0.0281845,1.6132464,153.0000000,-0.0000332,0.0000396,1.0000000,7.8740157,7.8740157,
IMG_0252.JPG,0,-0.0036167,-4.4921034,2.2471365,0.0007544,34.0000000,-0.0072237,1.1371515,135.0000000,-0.0000272,0.0000222,1.0000000,7.8740157,7.8740157,-0.0021238,-20.1067731,1.5951776,0.0010627,34.0000000,-0.0051279,1.6019123,135.0000000,-0.0000193,0.0000313,1.0000000,7.8740157,7.8740157,
IMG_0253.JPG,0,-0.0010048,-8.3910481,2.3114250,0.0134799,59.0000000,-0.0035420,1.1454542,93.0000000,0.0000010,0.0000082,1.0000000,7.8740157,7.8740157,-0.0007106,-35.8096900,1.6408141,0.0189892,59.0000000,-0.0025144,1.6136085,93.0000000,0.0000007,0.0000115,1.0000000,7.8740157,7.8740157,
IMG_0254.JPG,0,-0.0007796,-3.4988082,2.3149459,0.0174800,26.0000000,-0.0044541,1.1417379,86.0000000,0.0000047,0.0000068,1.0000000,7.8740157,7.8740157,-0.0005759,-15.4263297,1.6433135,0.0246242,26.0000000,-0.0031618,1.6083732,86.0000000,0.0000033,0.0000096,1.0000000,7.8740157,7.8740157,
IMG_0255.JPG,0,-0.0007753,-9.4616535,2.1575383,0.0171823,121.0000000,-0.0095573,1.0789508,126.0000000,-0.0000192,0.0000062,1.0000000,7.8740157,7.8740157,0.0002195,-62.6344969,1.5315744,0.0242048,121.0000000,-0.0067844,1.5199246,126.0000000,-0.0000136,0.0000088,1.0000000,7.8740157,7.8740157,
IMG_0256.JPG,0,-0.0011606,-8.3566830,2.1591686,-0.0009856,104.0000000,0.0132444,1.0812584,149.0000000,-0.0000079,0.0000072,1.0000000,7.8740157,7.8740157,-0.0004868,-54.1315293,1.5327317,-0.0013884,104.0000000,0.0094018,1.5231754,149.0000000,-0.0000056,0.0000101,1.0000000,7.8740157,7.8740157,
IMG_0257.JPG,0,0.0000043,-3.6294638,2.2034983,-0.0111392,25.0000000,-0.0105238,1.1525209,72.0000000,-0.0000317,0.0000016,1.0000000,7.8740157,7.8740157,0.0002821,-15.2372679,1.5642001,-0.0156919,25.0000000,-0.0074705,1.6235633,72.0000000,-0.0000225,0.0000023,1.0000000,7.8740157,7.8740157,
IMG_0258.JPG,0,-0.0000471,-4.4375753,2.2023462,-0.0154227,31.0000000,0.0178310,1.1489236,61.0000000,-0.0000197,0.0000021,1.0000000,7.8740157,7.8740157,0.0001836,-18.8249211,1.5633822,-0.0217261,31.0000000,0.0126577,1.6184958,61.0000000,-0.0000140,0.0000030,1.0000000,7.8740157,7.8740157,
IMG_0259.JPG,0,0.0003098,-8.5171367,2.1438904,-0.0044097,126.0000000,0.0049135,1.0682156,101.0000000,-0.0000219,-0.0000010,1.0000000,7.8740157,7.8740157,0.0010696,-63.3415939,1.5218862,-0.0062120,126.0000000,0.0034879,1.5048019,101.0000000,-0.0000155,-0.0000014,1.0000000,7.8740157,7.8740157,
IMG_0260.JPG,0,-0.0004654,-4.4332052,2.1594418,0.0028669,66.0000000,0.0097292,1.0683709,112.0000000,-0.0000194,0.0000042,1.0000000,7.8740157,7.8740157,0.0000991,-33.0622231,1.5329256,0.0040387,66.0000000,0.0069065,1.5050206,112.0000000,-0.0000137,0.0000060,1.0000000,7.8740157,7.8740157,
app_018.jpg,0,
app_019.jpg,0,
IMG_0030.jpg,0,
IMG_0031.jpg,0,
IMG_0032.jpg,0,
IMG_0033.jpg,0,
IMG_0034.jpg,0,
IMG_0035.jpg,0,
IMG_0036.jpg,0,
IMG_0037.jpg,0,
IMG_0038.jpg,0,
IMG_0039.jpg,0,
IMG_0040.jpg,0,
IMG_0041.jpg,0,
IMG_0042.jpg,0,
IMG_0043.jpg,0,
IMG_0044.jpg,0,
IMG_0045.jpg,0,
IMG_0030.JPG,0,-0.0006034,9.8774874,1.7213113,0.0067906,68.0000000,0.0063808,0.8531855,86.0000000,0.0000037,0.0000104,1.0000000,7.8740157,7.8740157,-0.0003095,-13.6835607,1.2219094,0.0095660,68.0000000,0.0045295,1.2018877,86.0000000,0.0000026,0.0000147,1.0000000,7.8740157,7.8740157,
IMG_0031.JPG,0,-0.0005548,16.8071001,1.6417290,-0.0055986,92.0000000,0.0069136,0.8160309,65.0000000,-0.0000215,0.0000048,1.0000000,7.8740157,7.8740157,0.0001482,-13.7336547,1.1654162,-0.0078867,92.0000000,0.0049078,1.1495477,65.0000000,-0.0000153,0.0000068,1.0000000,7.8740157,7.8740157,
IMG_0032.JPG,0,-0.0004356,8.1119177,1.7097577,0.0054420,55.0000000,0.0032214,0.8505824,79.0000000,-0.0000195,0.0000048,1.0000000,7.8740157,7.8740157,0.0000294,-10.8597757,1.2137079,0.0076661,55.0000000,0.0022868,1.1982207,79.0000000,-0.0000138,0.0000067,1.0000000,7.8740157,7.8740157,
IMG_0033.JPG,0,-0.0006869,17.8587015,1.6531314,-0.0016604,104.0000000,-0.0036189,0.8271965,99.0000000,-0.0000366,0.0000006,1.0000000,7.8740157,7.8740157,0.0004385,-17.1601098,1.1735104,-0.0023390,104.0000000,-0.0025690,1.1652768,99.0000000,-0.0000259,0.0000008,1.0000000,7.8740157,7.8740157,
IMG_0034.JPG,0,-0.0006452,8.5994968,1.7276278,0.0021463,58.0000000,0.0013411,0.8498491,107.0000000,-0.0000099,0.0000072,1.0000000,7.8740157,7.8740157,-0.0001658,-11.3922448,1.2263933,0.0030235,58.0000000,0.0009520,1.1971877,107.0000000,-0.0000070,0.0000101,1.0000000,7.8740157,7.8740157,
IMG_0035.JPG,0,-0.0002587,16.8443791,1.6719972,-0.0044017,93.0000000,-0.0022619,0.8175594,107.0000000,-0.0000211,-0.0000012,1.0000000,7.8740157,7.8740157,0.0002571,-14.0798327,1.1869027,-0.0062007,93.0000000,-0.0016057,1.1517009,107.0000000,-0.0000150,-0.0000018,1.0000000,7.8740157,7.8740157,
IMG_0036.JPG,0,-0.0002789,6.1773870,1.7715559,0.0095163,48.0000000,-0.0296654,0.8692020,95.0000000,-0.0000258,0.0000013,1.0000000,7.8740157,7.8740157,0.0001285,-10.7157960,1.2575766,0.0134056,48.0000000,-0.0210586,1.2244502,95.0000000,-0.0000183,0.0000018,1.0000000,7.8740157,7.8740157,
IMG_0037.JPG,0,0.0001277,8.7210479,1.7707290,-0.0078914,66.0000000,-0.0141856,0.8663016,94.0000000,-0.0000107,-0.0000029,1.0000000,7.8740157,7.8740157,0.0002198,-14.4874213,1.2569896,-0.0111167,66.0000000,-0.0100699,1.2203644,94.0000000,-0.0000076,-0.0000041,1.0000000,7.8740157,7.8740157,
IMG_0038.JPG,0,-0.0013218,22.7276868,1.6560073,0.0160054,133.0000000,-0.0161043,0.8282681,120.0000000,-0.0000036,0.0000152,1.0000000,7.8740157,7.8740157,-0.0004353,-22.1533069,1.1755520,0.0225469,133.0000000,-0.0114320,1.1667864,120.0000000,-0.0000026,0.0000215,1.0000000,7.8740157,7.8740157,
IMG_0039.JPG,0,-0.0012588,21.6392441,1.6371473,0.0089351,119.0000000,-0.0259995,0.8171788,151.0000000,-0.0000139,0.0000095,1.0000000,7.8740157,7.8740157,-0.0001970,-17.9640920,1.1621638,0.0125870,119.0000000,-0.0184563,1.1511648,151.0000000,-0.0000098,0.0000133,1.0000000,7.8740157,7.8740157,
IMG_0040.JPG,0,-0.0002231,12.4659220,1.7128220,0.0096658,81.0000000,-0.0098063,0.8447333,118.0000000,-0.0000012,0.0000024,1.0000000,7.8740157,7.8740157,-0.0000774,-15.3474526,1.2158831,0.0136163,81.0000000,-0.0069612,1.1899811,118.0000000,-0.0000009,0.0000034,1.0000000,7.8740157,7.8740157,
IMG_0041.JPG,0,-0.0000926,11.3211156,1.7182743,0.0061054,73.0000000,-0.0072541,0.8433751,106.0000000,0.0000000,0.0000012,1.0000000,7.8740157,7.8740157,-0.0000404,-13.6876174,1.2197535,0.0086007,73.0000000,-0.0051495,1.1880678,106.0000000,0.0000000,0.0000017,1.0000000,7.8740157,7.8740157,
IMG_0042.JPG,0,-0.0004619,10.1596321,1.7155442,0.0109007,70.0000000,0.0229529,0.8533635,90.0000000,-0.0000002,0.0000073,1.0000000,7.8740157,7.8740157,-0.0001886,-14.1056580,1.2178155,0.0153559,70.0000000,0.0162936,1.2021384,90.0000000,-0.0000001,0.0000103,1.0000000,7.8740157,7.8740157,
IMG_0043.JPG,0,-0.0001689,16.0615049,1.6738449,-0.0068163,96.0000000,0.0208343,0.8315100,89.0000000,-0.0000087,0.0000006,1.0000000,7.8740157,7.8740157,0.0000945,-16.4176608,1.1882144,-0.0096021,96.0000000,0.0147897,1.1713532,89.0000000,-0.0000062,0.0000008,1.0000000,7.8740157,7.8740157,
IMG_0044.JPG,0,-0.0000791,12.8271976,1.6932745,-0.0027017,107.0000000,0.0038350,0.8793379,82.0000000,-0.0000116,-0.0000012,1.0000000,7.8740157,7.8740157,0.0002417,-25.4957416,1.2020069,-0.0038059,107.0000000,0.0027223,1.2387287,82.0000000,-0.0000083,-0.0000017,1.0000000,7.8740157,7.8740157,
IMG_0045.JPG,0,0.0000452,12.9067367,1.6822132,-0.0156044,100.0000000,0.0176873,0.8700461,81.0000000,-0.0000047,-0.0000019,1.0000000,7.8740157,7.8740157,0.0001193,-22.5201175,1.1941548,-0.0219820,100.0000000,0.0125557,1.2256393,81.0000000,-0.0000033,-0.0000026,1.0000000,7.8740157,7.8740157,
IMG_0046.JPG,0,-0.0004665,12.1705078,1.7032544,0.0067296,76.0000000,0.0139350,0.8383661,91.0000000,0.0000062,0.0000087,1.0000000,7.8740157,7.8740157,-0.0002805,-13.7190240,1.2090913,0.0094800,76.0000000,0.0098921,1.1810115,91.0000000,0.0000044,0.0000122,1.0000000,7.8740157,7.8740157,
IMG_0047.JPG,0,-0.0007024,12.0826661,1.6689495,0.0057632,70.0000000,0.0002279,0.8257250,109.0000000,-0.0000089,0.0000081,1.0000000,7.8740157,7.8740157,-0.0001619,-11.3941267,1.1847393,0.0081187,70.0000000,0.0001618,1.1632040,109.0000000,-0.0000063,0.0000114,1.0000000,7.8740157,7.8740157,
40004_M_4X_R_0317_19.jpg,0,
42004_M_4X_R_0317_43.jpg,0,0.0082110,-18.0137352,3.1731320,-0.0268908,40.0000000,0.0879893,1.4762153,138.0000000,0.0000463,-0.0000313,1.0000000,7.8740157,7.8740157,0.0059111,-41.8299894,2.2525151,-0.0378812,40.0000000,0.0624611,2.0795537,138.0000000,0.0000328,-0.0000440,1.0000000,7.8740157,7.8740157,
42004_P_4X_R_0317_40.jpg,0,
app_002.jpg,0,
app_011.jpg,0,
app_013.jpg,0,
app_014.jpg,0,
app_015.jpg,0,0.0033693,1.4092099,1.8438407,-0.0175641,7.0000000,-0.0558351,0.7710894,120.0000000,-0.0000346,-0.0000330,1.0000000,7.8740157,7.8740157,0.0018224,-0.5770309,1.3088895,-0.0247427,7.0000000,-0.0396357,1.0862384,120.0000000,-0.0000246,-0.0000465,1.0000000,7.8740157,7.8740157,
IMAG0052.jpg,0,
IMAG0054.jpg,0,0.0018220,-16.7539002,2.9608931,-0.0554538,76.0000000,0.0633976,1.2262845,32.0000000,0.0000358,-0.0000432,1.0000000,7.8740157,7.8740157,0.0004671,-54.4864919,2.1018529,-0.0781182,76.0000000,0.0450042,1.7274745,32.0000000,0.0000254,-0.0000608,1.0000000,7.8740157,7.8740157,
IMAG0055.jpg,0,
IMAG0056.jpg,0,
IMAG0057.jpg,0,
IMAG0058.jpg,0,
IMAG0234.jpg,0,
IMAG0235.jpg,0,
IMAG0236.jpg,0,
IMAG0237.jpg,0,
IMAG0238.jpg,0,
IMAG0239.jpg,0,
IMAG0240.jpg,0,
IMAG0241.jpg,0,
IMAG0242.jpg,0,
IMAG0243.jpg,0,
IMAG0244.jpg,0,
IMAG0245.jpg,0,
IMAG0246.jpg,0,
IMAG0248.jpg,0,
IMAG0249.jpg,0,
IMAG0250.jpg,0,
IMAG0450.jpg,0,
IMG_0839.JPG,0,-0.0000009,76.0011258,1.1920595,-0.0760173,153.0000000,0.0242896,0.5026363,-3.0000000,0.0000062,-0.0001109,1.0000000,7.8740157,7.8740157,-0.0001412,44.7106722,0.8462088,-0.1070860,153.0000000,0.0172425,0.7080668,-3.0000000,0.0000044,-0.0001562,1.0000000,7.8740157,7.8740157,
IMG_8645.JPG,0,
IMG_8646.JPG,0,
IMG_8647.JPG,0,
IMG_8648.JPG,0,
IMG_8649.JPG,0,
IMG_8650.JPG,0,
IMG_8651.JPG,0,
IMG_8652.JPG,0,
IMG_8653.JPG,0,
IMG_8654.JPG,0,
IMG_8655.JPG,0,
IMG_8656.JPG,0,
sepa_01_006.jpg,0,
